"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","mortality1","mortality2"
41.94712032,223.319588,NA,NA,NA,NA,NA,NA,NA,NA,0.344762172360524,0.165789523272738
50.3739918048216,243.96399533531,14.4617803257914,37.0240480319844,7.2101974160887,46.771497282607,7525.2449165345,40613.3655661716,40660.1370634542,7532.45511395059,0.344762172360524,0.165789523272738
59.1132851531228,265.06086910515,17.3670468451014,40.4466744823536,7.2101974160887,46.7714972826069,9038.4603822499,44372.1242105206,44418.8957078032,9045.67057966598,0.344762172360524,0.165789523272738
67.6887116696587,286.365555291191,20.3800246047579,43.9443151272005,7.21019741608882,46.771497282607,10607.7775218187,48213.2641068206,48260.0356041032,10614.9877192348,0.344762172360524,0.165789523272738
75.6204774075095,307.618955954897,23.3365072795166,47.4764088934595,7.2101974160887,46.7714972826069,12147.6690525369,52092.2407258277,52139.0122231103,12154.8792499529,0.344762172360524,0.165789523272738
82.5311012597779,328.559716514707,26.0710800659524,51.00000005742,7.21019741608859,46.771497282607,13571.9782527619,55961.8797117765,56008.6512090591,13579.188450178,0.344762172360524,0.165789523272738
88.2184835216564,348.937007357523,28.4536017576273,54.4717587675993,7.2101974160887,46.7714972826069,14812.920743677,59774.595838473,59821.3673357556,14820.1309410931,0.344762172360524,0.165789523272738
92.6661411471254,368.522595595414,30.4143960212782,57.8501001020198,7.21019741608893,46.771497282607,15834.2054296504,63484.7201767411,63531.4916740237,15841.4156270665,0.344762172360524,0.165789523272738
95.9977140959926,387.120975252279,31.9477801261507,61.0971854389958,7.21019741608893,46.7714972826069,16632.8724458959,67050.6980175249,67097.4695148075,16640.082643312,0.344762172360524,0.165789523272738
98.408986645791,404.576610251125,33.0963804533787,64.1806019359529,7.2101974160887,46.771497282607,17231.123851588,70436.9332903856,70483.7047876682,17238.3340490041,0.344762172360524,0.165789523272738
100.109146059789,420.777780478556,33.9276960158005,67.0745633408345,7.2101974160887,46.7714972826069,17664.1166794698,73615.1073052091,73661.8788024917,17671.3268768859,0.344762172360524,0.165789523272738
101.285176059612,435.657007315936,34.5138466687296,69.7605476293007,7.2101974160887,46.7714972826069,17969.4147398564,76564.8790110197,76611.6505083024,17976.6249372725,0.344762172360524,0.165789523272738
102.087656599814,449.188467710498,34.9192973262297,72.2273675533372,7.2101974160887,46.7714972826071,18180.5947474171,79273.9624730857,79320.7339703683,18187.8049448332,0.344762172360524,0.165789523272738
102.630077117759,461.383107833562,35.195962260547,74.4707419213353,7.2101974160887,46.7714972826069,18324.6963830665,81737.6560489108,81784.4275461934,18331.9065804826,0.344762172360524,0.165789523272738
102.994342944969,472.282305111781,35.3829683366477,76.4924854938208,7.21019741608893,46.771497282607,18422.0989740706,83957.9527245581,84004.7242218407,18429.3091714867,0.344762172360524,0.165789523272738
103.237893829305,481.950911310256,35.5085534145533,78.2994582146323,7.21019741608893,46.771497282607,18487.5102817379,85942.3861510339,85989.1576483165,18494.7204791539,0.344762172360524,0.165789523272738
103.400252377257,490.470380353677,35.5925205465162,79.902411826989,7.2101974160887,46.7714972826069,18531.2447762682,87702.7639878517,87749.5354851344,18538.4549736843,0.344762172360524,0.165789523272738
103.508271285245,497.932495538481,35.6484956322093,81.3148505382344,7.2101974160887,46.7714972826068,18560.3995422088,89253.9166749743,89300.6881722569,18567.6097396249,0.344762172360524,0.165789523272738
103.580042461002,504.434010195116,35.6857364655833,82.5519910573297,7.2101974160887,46.7714972826069,18579.7965251166,90612.5553367897,90659.3268340723,18587.0067225327,0.344762172360524,0.165789523272738
103.627687534571,510.072338288306,35.71048045205,83.629874072804,7.2101974160887,46.771497282607,18592.6844934858,91796.2959993368,91843.0674966194,18599.8946909019,0.344762172360524,0.165789523272738
103.659298066851,514.942295133127,35.726906671116,84.5646497994294,7.2101974160887,46.7714972826071,18601.2401315206,92822.8749713429,92869.6464686255,18608.4503289367,0.344762172360524,0.165789523272738
103.680262197954,519.133797758796,35.7378047868944,85.372037623091,7.2101974160887,46.771497282607,18606.9164428791,93709.5554214408,93756.3269187234,18614.1266402952,0.344762172360524,0.165789523272738
103.694162042667,522.730384729443,35.7450324262764,86.0669448451971,7.21019741608893,46.771497282607,18610.6809772585,94472.708679907,94519.4801771896,18617.8911746746,0.344762172360524,0.165789523272738
103.703376478678,525.808397239284,35.7498245669349,86.6632212844696,7.21019741608893,46.771497282607,18613.1769759252,95127.5447401774,95174.31623746,18620.3871733412,0.344762172360524,0.165789523272738
103.709484187451,528.436666933766,35.7530013559114,87.1735235111032,7.21019741608893,46.7714972826068,18614.8316145542,95687.9631595999,95734.7346568825,18622.0418119703,0.344762172360524,0.165789523272738
103.713532324756,530.676572254197,35.7551070628547,87.6092630907836,7.2101974160887,46.7714972826068,18615.9283773785,96166.4962205572,96213.2677178398,18623.1385747946,0.344762172360524,0.165789523272738
103.716215261952,532.582347332797,35.7565027074662,87.9806159260341,7.2101974160887,46.7714972826069,18616.6553024288,96574.3191892166,96621.0906864992,18623.8654998449,0.344762172360524,0.165789523272738
103.717993342514,534.201550930317,35.7574276827222,88.2965734677805,7.2101974160887,46.771497282607,18617.1370781466,96921.3065565229,96968.0780538055,18624.3472755627,0.344762172360524,0.165789523272738
103.71917171571,535.575624817705,35.7580406976394,88.5650204602946,7.2101974160887,46.7714972826069,18617.4563685275,97216.1174183839,97262.8889156665,18624.6665659436,0.344762172360524,0.165789523272738
103.71995263828,536.740489951556,35.7584469561434,88.7928275150267,7.21019741608893,46.7714972826071,18617.6679693039,97466.2971410719,97513.0686383545,18624.87816672,0.344762172360524,0.165789523272738
103.720470160403,537.727144305348,35.7587161887051,88.9859499502444,7.21019741608893,46.7714972826069,18617.8081997693,97678.385907789,97725.1574050716,18625.0183971854,0.344762172360524,0.165789523272738
